user_id,trajectory_id,latitude,longitude,altitude_m,timestamp,hour,day,weekday,month,is_weekend,time_of_day,step_distance_m,step_time_sec,instant_speed_kmh,grid_lat,grid_lon,grid_cell_id,total_distance_m,avg_speed_kmh,max_speed_kmh,duration_minutes,locations_visited_count,start_time,end_time,user_grid_visit_count
User_001,TRJ_User_001_001,28.620179,77.239572,255.3,2026-04-02 09:04:39,9,2,3,4,0,Morning,280.045812205832,17.0,59.3,28.62,77.24,GRID_28.62_77.24,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.619249,77.242831,257.7,2026-04-02 09:05:09,9,2,3,4,0,Morning,334.494067877688,30.0,40.14,28.62,77.24,GRID_28.62_77.24,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.617414,77.244739,249.7,2026-04-02 09:05:44,9,2,3,4,0,Morning,276.25869572280226,35.0,28.42,28.62,77.24,GRID_28.62_77.24,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.616209,77.247103,216.6,2026-04-02 09:06:22,9,2,3,4,0,Morning,266.8344981243029,38.0,25.28,28.62,77.25,GRID_28.62_77.25,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,11
User_001,TRJ_User_001_001,28.615198,77.249655,243.7,2026-04-02 09:07:04,9,2,3,4,0,Morning,273.2990553453893,42.0,23.43,28.62,77.25,GRID_28.62_77.25,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,11
User_001,TRJ_User_001_001,28.614234,77.25192,239.1,2026-04-02 09:07:41,9,2,3,4,0,Morning,245.70916916935917,37.0,23.91,28.61,77.25,GRID_28.61_77.25,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,9
User_001,TRJ_User_001_001,28.613122,77.254507,219.9,2026-04-02 09:08:38,9,2,3,4,0,Morning,281.1757840615993,57.0,17.76,28.61,77.25,GRID_28.61_77.25,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,9
User_001,TRJ_User_001_001,28.612466,77.256254,240.0,2026-04-02 09:09:31,9,2,3,4,0,Morning,185.47956167484617,53.0,12.6,28.61,77.26,GRID_28.61_77.26,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.611556,77.258569,228.3,2026-04-02 09:10:17,9,2,3,4,0,Morning,247.60131934939966,46.0,19.38,28.61,77.26,GRID_28.61_77.26,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.609939,77.261079,215.4,2026-04-02 09:10:53,9,2,3,4,0,Morning,303.91331998180965,36.0,30.39,28.61,77.26,GRID_28.61_77.26,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.607647,77.263604,201.5,2026-04-02 09:11:15,9,2,3,4,0,Morning,354.5552400998138,22.0,58.02,28.61,77.26,GRID_28.61_77.26,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,18
User_001,TRJ_User_001_001,28.606464,77.265755,228.5,2026-04-02 09:11:56,9,2,3,4,0,Morning,247.7825837703252,41.0,21.76,28.61,77.27,GRID_28.61_77.27,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,5
User_001,TRJ_User_001_001,28.604907,77.26812,236.3,2026-04-02 09:12:20,9,2,3,4,0,Morning,288.5790688625961,24.0,43.29,28.6,77.27,GRID_28.6_77.27,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,16
User_001,TRJ_User_001_001,28.603347,77.270614,204.6,2026-04-02 09:12:51,9,2,3,4,0,Morning,298.94614205414484,31.0,34.72,28.6,77.27,GRID_28.6_77.27,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,16
User_001,TRJ_User_001_001,28.602221,77.273169,217.7,2026-04-02 09:13:06,9,2,3,4,0,Morning,279.0918284789234,15.0,66.98,28.6,77.27,GRID_28.6_77.27,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,16
User_001,TRJ_User_001_001,28.600384,77.275274,225.0,2026-04-02 09:13:26,9,2,3,4,0,Morning,289.7509823983953,20.0,52.16,28.6,77.28,GRID_28.6_77.28,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,17
User_001,TRJ_User_001_001,28.598831,77.277326,221.4,2026-04-02 09:14:08,9,2,3,4,0,Morning,264.4867039733981,42.0,22.67,28.6,77.28,GRID_28.6_77.28,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,17
User_001,TRJ_User_001_001,28.597927,77.278998,200.0,2026-04-02 09:14:30,9,2,3,4,0,Morning,191.70308117011535,22.0,31.37,28.6,77.28,GRID_28.6_77.28,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,17
User_001,TRJ_User_001_001,28.595621,77.281333,213.3,2026-04-02 09:15:21,9,2,3,4,0,Morning,343.100123120229,51.0,24.22,28.6,77.28,GRID_28.6_77.28,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,17
User_001,TRJ_User_001_001,28.594558,77.283462,219.4,2026-04-02 09:16:02,9,2,3,4,0,Morning,239.11564574774093,41.0,21.0,28.59,77.28,GRID_28.59_77.28,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,6
User_001,TRJ_User_001_001,28.592478,77.286164,203.9,2026-04-02 09:16:23,9,2,3,4,0,Morning,350.8362751099307,21.0,60.14,28.59,77.29,GRID_28.59_77.29,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,19
User_001,TRJ_User_001_001,28.591227,77.287691,218.1,2026-04-02 09:17:21,9,2,3,4,0,Morning,203.90562177321627,58.0,12.66,28.59,77.29,GRID_28.59_77.29,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,19
User_001,TRJ_User_001_001,28.589957,77.290025,202.0,2026-04-02 09:18:02,9,2,3,4,0,Morning,268.0910074695274,41.0,23.54,28.59,77.29,GRID_28.59_77.29,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,19
User_001,TRJ_User_001_001,28.588636,77.292342,208.7,2026-04-02 09:18:55,9,2,3,4,0,Morning,269.72977815414976,53.0,18.32,28.59,77.29,GRID_28.59_77.29,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,19
User_001,TRJ_User_001_001,28.588179,77.293763,235.6,2026-04-02 09:19:15,9,2,3,4,0,Morning,147.75678673828062,20.0,26.6,28.59,77.29,GRID_28.59_77.29,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,19
User_001,TRJ_User_001_001,28.586406,77.295692,248.2,2026-04-02 09:19:29,9,2,3,4,0,Morning,272.65672458168586,14.0,70.11,28.59,77.3,GRID_28.59_77.3,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,15
User_001,TRJ_User_001_001,28.585724,77.298445,232.1,2026-04-02 09:20:26,9,2,3,4,0,Morning,279.29596675793897,57.0,17.64,28.59,77.3,GRID_28.59_77.3,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,15
User_001,TRJ_User_001_001,28.584303,77.300792,230.5,2026-04-02 09:20:51,9,2,3,4,0,Morning,278.35694021344443,25.0,40.08,28.58,77.3,GRID_28.58_77.3,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,8
User_001,TRJ_User_001_001,28.583099,77.302787,240.7,2026-04-02 09:21:19,9,2,3,4,0,Morning,236.36667989561332,28.0,30.39,28.58,77.3,GRID_28.58_77.3,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,8
User_001,TRJ_User_001_001,28.582211,77.305226,220.9,2026-04-02 09:21:35,9,2,3,4,0,Morning,257.8105015515076,16.0,58.01,28.58,77.31,GRID_28.58_77.31,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.581181,77.307056,223.2,2026-04-02 09:22:02,9,2,3,4,0,Morning,212.24290409053825,27.0,28.3,28.58,77.31,GRID_28.58_77.31,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.58013,77.309623,244.1,2026-04-02 09:23:01,9,2,3,4,0,Morning,276.560477898463,59.0,16.87,28.58,77.31,GRID_28.58_77.31,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.579212,77.311327,249.0,2026-04-02 09:23:59,9,2,3,4,0,Morning,195.20503221934229,58.0,12.12,28.58,77.31,GRID_28.58_77.31,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.577838,77.313441,253.8,2026-04-02 09:24:45,9,2,3,4,0,Morning,256.8152099004983,46.0,20.1,28.58,77.31,GRID_28.58_77.31,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.576536,77.31571,216.7,2026-04-02 09:25:13,9,2,3,4,0,Morning,264.67106471328105,28.0,34.03,28.58,77.32,GRID_28.58_77.32,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,14
User_001,TRJ_User_001_001,28.575501,77.318025,253.2,2026-04-02 09:25:55,9,2,3,4,0,Morning,253.66803320259598,42.0,21.74,28.58,77.32,GRID_28.58_77.32,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,14
User_001,TRJ_User_001_001,28.573985,77.320314,209.7,2026-04-02 09:26:42,9,2,3,4,0,Morning,279.9618677110921,47.0,21.44,28.57,77.32,GRID_28.57_77.32,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.573083,77.323226,222.3,2026-04-02 09:27:16,9,2,3,4,0,Morning,301.531876449816,34.0,31.93,28.57,77.32,GRID_28.57_77.32,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.571909,77.324935,241.5,2026-04-02 09:27:41,9,2,3,4,0,Morning,211.88026445230824,25.0,30.51,28.57,77.32,GRID_28.57_77.32,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,20
User_001,TRJ_User_001_001,28.570663,77.326978,210.7,2026-04-02 09:27:58,9,2,3,4,0,Morning,242.8967163468305,17.0,51.44,28.57,77.33,GRID_28.57_77.33,12672.575157839567,32.4814,70.11,27.5,18,2026-04-02 09:00:28,2026-04-02 09:27:58,60
User_001,TRJ_User_001_002,28.573119,77.331375,215.9,2026-04-02 12:12:53,12,2,3,4,0,Afternoon,0.0,0.0,0.0,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573196,77.331285,229.2,2026-04-02 12:13:10,12,2,3,4,0,Afternoon,12.269848529203303,17.0,2.6,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.57363,77.331386,230.2,2026-04-02 12:13:47,12,2,3,4,0,Afternoon,49.256147127014586,37.0,4.79,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573921,77.33143,213.8,2026-04-02 12:14:44,12,2,3,4,0,Afternoon,32.641747172152385,57.0,2.06,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573443,77.331509,256.4,2026-04-02 12:15:22,12,2,3,4,0,Afternoon,53.70810604649654,38.0,5.09,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573637,77.331256,244.9,2026-04-02 12:16:08,12,2,3,4,0,Afternoon,32.798251364699,46.0,2.57,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573538,77.331438,258.0,2026-04-02 12:16:52,12,2,3,4,0,Afternoon,20.905711625067205,44.0,1.71,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573109,77.331086,216.1,2026-04-02 12:17:04,12,2,3,4,0,Afternoon,58.79692733405129,12.0,17.64,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.573145,77.330474,256.2,2026-04-02 12:17:16,12,2,3,4,0,Afternoon,59.89706442030476,12.0,17.97,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.572742,77.330421,236.9,2026-04-02 12:17:47,12,2,3,4,0,Afternoon,45.10944565867786,31.0,5.24,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.57217,77.330007,217.7,2026-04-02 12:18:22,12,2,3,4,0,Afternoon,75.3647802525244,35.0,7.75,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.57247,77.33032,242.1,2026-04-02 12:19:19,12,2,3,4,0,Afternoon,45.244118043114696,57.0,2.86,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.5717,77.330393,225.2,2026-04-02 12:20:18,12,2,3,4,0,Afternoon,85.91634603901527,59.0,5.24,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571857,77.331821,247.9,2026-04-02 12:20:28,12,2,3,4,0,Afternoon,140.53764715963393,10.0,50.59,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571741,77.331432,203.0,2026-04-02 12:21:00,12,2,3,4,0,Afternoon,40.11733579377183,32.0,4.51,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571719,77.331154,226.3,2026-04-02 12:21:31,12,2,3,4,0,Afternoon,27.257669221509413,31.0,3.17,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571305,77.330858,258.9,2026-04-02 12:22:02,12,2,3,4,0,Afternoon,54.357348402944,31.0,6.31,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571089,77.330777,202.2,2026-04-02 12:22:17,12,2,3,4,0,Afternoon,25.28709184142888,15.0,6.07,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571182,77.329911,219.6,2026-04-02 12:22:34,12,2,3,4,0,Afternoon,85.19832887175366,17.0,18.04,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570846,77.330069,237.4,2026-04-02 12:22:47,12,2,3,4,0,Afternoon,40.4221033730293,13.0,11.19,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570641,77.33013,224.7,2026-04-02 12:23:31,12,2,3,4,0,Afternoon,23.560456076138134,44.0,1.93,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571137,77.330348,258.6,2026-04-02 12:24:22,12,2,3,4,0,Afternoon,59.11873176943573,51.0,4.17,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571506,77.329983,216.2,2026-04-02 12:24:59,12,2,3,4,0,Afternoon,54.35078711638883,37.0,5.29,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571114,77.330205,211.1,2026-04-02 12:25:31,12,2,3,4,0,Afternoon,48.68198601002812,32.0,5.48,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571777,77.32982,203.5,2026-04-02 12:25:41,12,2,3,4,0,Afternoon,82.75554379336401,10.0,29.79,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571108,77.329569,205.6,2026-04-02 12:26:15,12,2,3,4,0,Afternoon,78.323544100121,34.0,8.29,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570555,77.329822,257.3,2026-04-02 12:27:03,12,2,3,4,0,Afternoon,66.2686297213751,48.0,4.97,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.57019,77.330478,243.8,2026-04-02 12:27:15,12,2,3,4,0,Afternoon,75.8361022468374,12.0,22.75,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.569849,77.329852,245.5,2026-04-02 12:27:53,12,2,3,4,0,Afternoon,71.93654568441428,38.0,6.82,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.569705,77.330487,205.9,2026-04-02 12:28:50,12,2,3,4,0,Afternoon,64.04503179186023,57.0,4.04,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.569436,77.330812,227.9,2026-04-02 12:29:36,12,2,3,4,0,Afternoon,43.61189227937455,46.0,3.41,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570039,77.330126,238.1,2026-04-02 12:30:19,12,2,3,4,0,Afternoon,94.78209616674967,43.0,7.94,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.569991,77.330315,232.4,2026-04-02 12:31:13,12,2,3,4,0,Afternoon,19.21305081172442,54.0,1.28,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.56986,77.330225,235.1,2026-04-02 12:31:49,12,2,3,4,0,Afternoon,17.01263876507345,36.0,1.7,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570054,77.330525,234.4,2026-04-02 12:32:31,12,2,3,4,0,Afternoon,36.38173678095817,42.0,3.12,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570858,77.32963,256.5,2026-04-02 12:32:43,12,2,3,4,0,Afternoon,125.0256531416582,12.0,37.51,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.571009,77.32994,212.4,2026-04-02 12:33:21,12,2,3,4,0,Afternoon,34.61736584406738,38.0,3.28,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570765,77.32991,219.1,2026-04-02 12:33:56,12,2,3,4,0,Afternoon,27.289272355193845,35.0,2.81,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570266,77.330309,215.6,2026-04-02 12:34:12,12,2,3,4,0,Afternoon,67.80069826193699,16.0,15.26,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570359,77.329918,237.7,2026-04-02 12:34:50,12,2,3,4,0,Afternoon,39.5586026520335,38.0,3.75,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570274,77.329602,258.1,2026-04-02 12:35:35,12,2,3,4,0,Afternoon,32.273909001274085,45.0,2.58,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.570445,77.329204,248.4,2026-04-02 12:36:33,12,2,3,4,0,Afternoon,43.26843526334192,58.0,2.69,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
User_001,TRJ_User_001_002,28.57015,77.329243,215.0,2026-04-02 12:37:14,12,2,3,4,0,Afternoon,33.02285863078317,41.0,2.9,28.57,77.33,GRID_28.57_77.33,2491.512987953663,7.6372,50.59,28.966666666666665,1,2026-04-02 12:12:53,2026-04-02 12:41:51,60
