user_id,trajectory_id,latitude,longitude,altitude_m,timestamp,hour,day,weekday,month,is_weekend,time_of_day,nearest_poi_name,nearest_poi_category,nearest_poi_dist_m,poi_density_500m,has_hospital_1km,has_transit_500m
User_001,TRJ_User_001_001,28.612466,77.256254,240.0,2026-04-02 09:09:31,9,2,3,4,0,Morning,West Delhi Market 181,Market,1190.6,0,0,0
User_001,TRJ_User_001_001,28.611556,77.258569,228.3,2026-04-02 09:10:17,9,2,3,4,0,Morning,West Delhi Market 181,Market,1438.2,0,0,0
User_001,TRJ_User_001_001,28.609939,77.261079,215.4,2026-04-02 09:10:53,9,2,3,4,0,Morning,West Delhi Market 181,Market,1736.8,0,0,0
User_001,TRJ_User_001_001,28.607647,77.263604,201.5,2026-04-02 09:11:15,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1860.6,0,0,0
User_001,TRJ_User_001_001,28.606464,77.265755,228.5,2026-04-02 09:11:56,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1771.9,0,0,0
User_001,TRJ_User_001_001,28.604907,77.26812,236.3,2026-04-02 09:12:20,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1684.7,0,0,0
User_001,TRJ_User_001_001,28.603347,77.270614,204.6,2026-04-02 09:12:51,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1651.0,0,0,0
User_001,TRJ_User_001_001,28.602221,77.273169,217.7,2026-04-02 09:13:06,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1709.8,0,0,0
User_001,TRJ_User_001_001,28.600384,77.275274,225.0,2026-04-02 09:13:26,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1727.3,0,0,0
User_001,TRJ_User_001_001,28.598831,77.277326,221.4,2026-04-02 09:14:08,9,2,3,4,0,Morning,South Delhi Road Intersection 21,Road Intersection,1802.4,0,0,0
User_001,TRJ_User_001_001,28.597927,77.278998,200.0,2026-04-02 09:14:30,9,2,3,4,0,Morning,Central Delhi Road Intersection 69,Road Intersection,1765.4,0,0,0
User_001,TRJ_User_001_001,28.595621,77.281333,213.3,2026-04-02 09:15:21,9,2,3,4,0,Morning,Central Delhi Road Intersection 69,Road Intersection,1596.5,0,0,0
User_001,TRJ_User_001_001,28.594558,77.283462,219.4,2026-04-02 09:16:02,9,2,3,4,0,Morning,Central Delhi Road Intersection 69,Road Intersection,1591.3,0,0,0
User_001,TRJ_User_001_001,28.592478,77.286164,203.9,2026-04-02 09:16:23,9,2,3,4,0,Morning,Central Delhi Road Intersection 69,Road Intersection,1577.8,0,0,0
User_001,TRJ_User_001_001,28.591227,77.287691,218.1,2026-04-02 09:17:21,9,2,3,4,0,Morning,Faridabad Market 15,Market,1395.5,0,0,0
User_001,TRJ_User_001_001,28.589957,77.290025,202.0,2026-04-02 09:18:02,9,2,3,4,0,Morning,Faridabad Market 15,Market,1137.3,0,0,0
User_001,TRJ_User_001_001,28.588636,77.292342,208.7,2026-04-02 09:18:55,9,2,3,4,0,Morning,Faridabad Market 15,Market,885.9,0,0,0
User_001,TRJ_User_001_001,28.588179,77.293763,235.6,2026-04-02 09:19:15,9,2,3,4,0,Morning,Faridabad Market 15,Market,741.6,0,0,0
User_001,TRJ_User_001_001,28.586406,77.295692,248.2,2026-04-02 09:19:29,9,2,3,4,0,Morning,Faridabad Market 15,Market,559.9,0,0,0
User_001,TRJ_User_001_001,28.585724,77.298445,232.1,2026-04-02 09:20:26,9,2,3,4,0,Morning,Faridabad Market 15,Market,337.2,1,0,0
User_001,TRJ_User_001_001,28.584303,77.300792,230.5,2026-04-02 09:20:51,9,2,3,4,0,Morning,Faridabad Market 15,Market,350.0,1,0,0
User_001,TRJ_User_001_001,28.583099,77.302787,240.7,2026-04-02 09:21:19,9,2,3,4,0,Morning,Faridabad Market 15,Market,501.5,0,0,0
User_001,TRJ_User_001_001,28.582211,77.305226,220.9,2026-04-02 09:21:35,9,2,3,4,0,Morning,Faridabad Market 15,Market,693.9,0,0,0
User_001,TRJ_User_001_001,28.581181,77.307056,223.2,2026-04-02 09:22:02,9,2,3,4,0,Morning,Faridabad Market 15,Market,892.1,0,0,0
User_001,TRJ_User_001_001,28.58013,77.309623,244.1,2026-04-02 09:23:01,9,2,3,4,0,Morning,Gurgaon Commercial Center 158,Commercial Center,1137.0,0,0,0
User_001,TRJ_User_001_001,28.579212,77.311327,249.0,2026-04-02 09:23:59,9,2,3,4,0,Morning,Gurgaon Commercial Center 158,Commercial Center,1290.8,0,0,0
User_001,TRJ_User_001_001,28.577838,77.313441,253.8,2026-04-02 09:24:45,9,2,3,4,0,Morning,Central Delhi School 172,School,1126.4,0,0,0
User_001,TRJ_User_001_001,28.576536,77.31571,216.7,2026-04-02 09:25:13,9,2,3,4,0,Morning,Central Delhi School 172,School,920.8,0,0,0
User_001,TRJ_User_001_001,28.575501,77.318025,253.2,2026-04-02 09:25:55,9,2,3,4,0,Morning,Central Delhi School 172,School,782.9,0,0,0
User_001,TRJ_User_001_001,28.573985,77.320314,209.7,2026-04-02 09:26:42,9,2,3,4,0,Morning,Central Delhi School 172,School,660.9,0,0,0
User_001,TRJ_User_001_001,28.573083,77.323226,222.3,2026-04-02 09:27:16,9,2,3,4,0,Morning,Central Delhi School 172,School,737.3,0,0,0
User_001,TRJ_User_001_001,28.571909,77.324935,241.5,2026-04-02 09:27:41,9,2,3,4,0,Morning,Central Delhi School 172,School,794.3,0,0,0
User_001,TRJ_User_001_001,28.570663,77.326978,210.7,2026-04-02 09:27:58,9,2,3,4,0,Morning,Central Delhi School 172,School,928.1,0,0,0
User_001,TRJ_User_001_002,28.573119,77.331375,215.9,2026-04-02 12:12:53,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,999.7,0,0,0
User_001,TRJ_User_001_002,28.573196,77.331285,229.2,2026-04-02 12:13:10,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1004.3,0,0,0
User_001,TRJ_User_001_002,28.57363,77.331386,230.2,2026-04-02 12:13:47,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,976.8,0,0,0
User_001,TRJ_User_001_002,28.573921,77.33143,213.8,2026-04-02 12:14:44,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,961.6,0,0,0
User_001,TRJ_User_001_002,28.573443,77.331509,256.4,2026-04-02 12:15:22,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,973.4,0,0,0
User_001,TRJ_User_001_002,28.573637,77.331256,244.9,2026-04-02 12:16:08,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,988.4,0,0,0
User_001,TRJ_User_001_002,28.573538,77.331438,258.0,2026-04-02 12:16:52,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,975.9,0,0,0
User_001,TRJ_User_001_002,28.573109,77.331086,216.1,2026-04-02 12:17:04,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1026.0,0,0,0
User_001,TRJ_User_001_002,28.573145,77.330474,256.2,2026-04-02 12:17:16,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1079.5,0,0,0
User_001,TRJ_User_001_002,28.572742,77.330421,236.9,2026-04-02 12:17:47,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1101.9,0,0,0
User_001,TRJ_User_001_002,28.57217,77.330007,217.7,2026-04-02 12:18:22,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1165.6,0,0,0
User_001,TRJ_User_001_002,28.57247,77.33032,242.1,2026-04-02 12:19:19,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1123.5,0,0,0
User_001,TRJ_User_001_002,28.5717,77.330393,225.2,2026-04-02 12:20:18,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1156.6,0,0,0
User_001,TRJ_User_001_002,28.571857,77.331821,247.9,2026-04-02 12:20:28,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1027.8,0,0,0
User_001,TRJ_User_001_002,28.571741,77.331432,203.0,2026-04-02 12:21:00,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1066.9,0,0,0
User_001,TRJ_User_001_002,28.571719,77.331154,226.3,2026-04-02 12:21:31,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1091.3,0,0,0
User_001,TRJ_User_001_002,28.571305,77.330858,258.9,2026-04-02 12:22:02,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1140.1,0,0,0
User_001,TRJ_User_001_002,28.571089,77.330777,202.2,2026-04-02 12:22:17,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1159.8,0,0,0
User_001,TRJ_User_001_002,28.571182,77.329911,219.6,2026-04-02 12:22:34,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1219.8,0,0,0
User_001,TRJ_User_001_002,28.570846,77.330069,237.4,2026-04-02 12:22:47,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1226.1,0,0,0
User_001,TRJ_User_001_002,28.570641,77.33013,224.7,2026-04-02 12:23:31,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1227.2,0,0,0
User_001,TRJ_User_001_002,28.571137,77.330348,258.6,2026-04-02 12:24:22,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1192.2,0,0,0
User_001,TRJ_User_001_002,28.571506,77.329983,216.2,2026-04-02 12:24:59,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1202.0,0,0,0
User_001,TRJ_User_001_002,28.571114,77.330205,211.1,2026-04-02 12:25:31,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1205.5,0,0,0
User_001,TRJ_User_001_002,28.571777,77.32982,203.5,2026-04-02 12:25:41,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1201.6,0,0,0
User_001,TRJ_User_001_002,28.571108,77.329569,205.6,2026-04-02 12:26:15,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1185.4,0,0,0
User_001,TRJ_User_001_002,28.570555,77.329822,257.3,2026-04-02 12:27:03,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1195.9,0,0,0
User_001,TRJ_User_001_002,28.57019,77.330478,243.8,2026-04-02 12:27:15,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1240.8,0,0,0
User_001,TRJ_User_001_002,28.569849,77.329852,245.5,2026-04-02 12:27:53,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1186.0,0,0,0
User_001,TRJ_User_001_002,28.569705,77.330487,205.9,2026-04-02 12:28:50,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1245.7,0,0,0
User_001,TRJ_User_001_002,28.569436,77.330812,227.9,2026-04-02 12:29:36,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1267.2,0,0,0
User_001,TRJ_User_001_002,28.570039,77.330126,238.1,2026-04-02 12:30:19,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1215.4,0,0,0
User_001,TRJ_User_001_002,28.569991,77.330315,232.4,2026-04-02 12:31:13,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1232.9,0,0,0
User_001,TRJ_User_001_002,28.56986,77.330225,235.1,2026-04-02 12:31:49,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1222.3,0,0,0
User_001,TRJ_User_001_002,28.570054,77.330525,234.4,2026-04-02 12:32:31,12,2,3,4,0,Afternoon,North Delhi Park 79,Park,1246.1,0,0,0
User_001,TRJ_User_001_002,28.570858,77.32963,256.5,2026-04-02 12:32:43,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1184.6,0,0,0
User_001,TRJ_User_001_002,28.571009,77.32994,212.4,2026-04-02 12:33:21,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1217.9,0,0,0
User_001,TRJ_User_001_002,28.570765,77.32991,219.1,2026-04-02 12:33:56,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1209.0,0,0,0
User_001,TRJ_User_001_002,28.570266,77.330309,215.6,2026-04-02 12:34:12,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1237.0,0,0,0
User_001,TRJ_User_001_002,28.570359,77.329918,237.7,2026-04-02 12:34:50,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1201.1,0,0,0
User_001,TRJ_User_001_002,28.570274,77.329602,258.1,2026-04-02 12:35:35,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1169.0,0,0,0
User_001,TRJ_User_001_002,28.570445,77.329204,248.4,2026-04-02 12:36:33,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1134.3,0,0,0
User_001,TRJ_User_001_002,28.57015,77.329243,215.0,2026-04-02 12:37:14,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1132.1,0,0,0
User_001,TRJ_User_001_002,28.57032,77.329048,251.5,2026-04-02 12:38:12,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1116.7,0,0,0
User_001,TRJ_User_001_002,28.570728,77.329278,214.3,2026-04-02 12:38:51,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1147.9,0,0,0
User_001,TRJ_User_001_002,28.570684,77.329536,249.6,2026-04-02 12:39:22,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1171.4,0,0,0
User_001,TRJ_User_001_002,28.570398,77.329303,203.2,2026-04-02 12:40:12,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1142.8,0,0,0
User_001,TRJ_User_001_002,28.570185,77.329583,257.4,2026-04-02 12:40:52,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1165.5,0,0,0
User_001,TRJ_User_001_002,28.570174,77.329707,237.9,2026-04-02 12:41:06,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1177.3,0,0,0
User_001,TRJ_User_001_002,28.569722,77.329108,240.4,2026-04-02 12:41:51,12,2,3,4,0,Afternoon,Central Delhi School 172,School,1112.2,0,0,0
User_001,TRJ_User_001_003,28.632116,77.220376,203.5,2026-04-02 14:04:31,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,2951.3,0,0,0
User_001,TRJ_User_001_003,28.63159,77.222689,258.1,2026-04-02 14:04:49,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,2734.0,0,0,0
User_001,TRJ_User_001_003,28.630584,77.225382,206.1,2026-04-02 14:05:05,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,2457.3,0,0,0
User_001,TRJ_User_001_003,28.628757,77.227379,223.8,2026-04-02 14:05:41,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,2178.8,0,0,0
User_001,TRJ_User_001_003,28.627317,77.229622,205.1,2026-04-02 14:06:09,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1907.7,0,0,0
User_001,TRJ_User_001_003,28.62649,77.231867,252.8,2026-04-02 14:06:35,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1678.8,0,0,0
User_001,TRJ_User_001_003,28.624973,77.234562,205.0,2026-04-02 14:07:28,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1369.0,0,0,0
User_001,TRJ_User_001_003,28.622906,77.23734,254.4,2026-04-02 14:08:16,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1013.6,0,0,0
User_001,TRJ_User_001_003,28.62102,77.239321,224.3,2026-04-02 14:08:45,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,730.6,0,0,0
User_001,TRJ_User_001_003,28.620277,77.24178,235.0,2026-04-02 14:09:43,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,499.3,1,0,0
User_001,TRJ_User_001_003,28.619049,77.243593,226.2,2026-04-02 14:10:36,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,283.2,1,0,0
User_001,TRJ_User_001_003,28.617816,77.245899,219.4,2026-04-02 14:11:01,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,125.2,1,0,0
User_001,TRJ_User_001_003,28.616654,77.248054,204.4,2026-04-02 14:11:45,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,284.6,1,0,0
User_001,TRJ_User_001_003,28.615214,77.250291,210.0,2026-04-02 14:12:43,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,535.6,0,0,0
User_001,TRJ_User_001_003,28.613789,77.253185,237.7,2026-04-02 14:12:55,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,857.1,0,0,0
User_001,TRJ_User_001_003,28.612494,77.255726,237.2,2026-04-02 14:13:12,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1142.6,0,0,0
User_001,TRJ_User_001_003,28.611427,77.25746,223.3,2026-04-02 14:14:11,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1346.8,0,0,0
User_001,TRJ_User_001_003,28.609857,77.259075,215.6,2026-04-02 14:14:47,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1568.6,0,0,0
User_001,TRJ_User_001_003,28.608742,77.261976,218.6,2026-04-02 14:15:16,14,2,3,4,0,Afternoon,West Delhi Market 181,Market,1876.2,0,0,0
User_001,TRJ_User_001_003,28.606885,77.264398,208.0,2026-04-02 14:16:00,14,2,3,4,0,Afternoon,South Delhi Road Intersection 21,Road Intersection,1788.8,0,0,0
User_001,TRJ_User_001_003,28.60593,77.267139,225.1,2026-04-02 14:16:39,14,2,3,4,0,Afternoon,South Delhi Road Intersection 21,Road Intersection,1755.0,0,0,0
User_001,TRJ_User_001_003,28.604649,77.269177,248.6,2026-04-02 14:17:20,14,2,3,4,0,Afternoon,South Delhi Road Intersection 21,Road Intersection,1703.6,0,0,0
User_001,TRJ_User_001_003,28.603151,77.271902,249.7,2026-04-02 14:18:18,14,2,3,4,0,Afternoon,South Delhi Road Intersection 21,Road Intersection,1707.5,0,0,0
User_001,TRJ_User_001_003,28.601854,77.274547,224.9,2026-04-02 14:18:28,14,2,3,4,0,Afternoon,South Delhi Road Intersection 21,Road Intersection,1777.2,0,0,0
User_001,TRJ_User_001_003,28.600739,77.277462,245.0,2026-04-02 14:18:40,14,2,3,4,0,Afternoon,South Delhi Road Intersection 21,Road Intersection,1924.2,0,0,0
User_001,TRJ_User_001_003,28.600095,77.279737,256.7,2026-04-02 14:18:59,14,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,2016.8,0,0,0
User_001,TRJ_User_001_003,28.598303,77.281633,212.3,2026-04-02 14:19:09,14,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,1883.1,0,0,0
User_001,TRJ_User_001_003,28.597099,77.283989,213.7,2026-04-02 14:20:07,14,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,1860.1,0,0,0
User_001,TRJ_User_001_003,28.594457,77.286032,249.9,2026-04-02 14:21:06,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,1684.5,0,0,0
User_001,TRJ_User_001_003,28.593273,77.288643,233.7,2026-04-02 14:21:45,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,1397.6,0,0,0
User_001,TRJ_User_001_003,28.592187,77.29133,228.8,2026-04-02 14:22:17,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,1109.3,0,0,0
User_001,TRJ_User_001_003,28.591194,77.294028,242.2,2026-04-02 14:23:05,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,825.6,0,0,0
User_001,TRJ_User_001_003,28.590366,77.295475,223.5,2026-04-02 14:23:41,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,657.2,0,0,0
User_001,TRJ_User_001_003,28.589215,77.297444,232.8,2026-04-02 14:24:23,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,427.0,1,0,0
User_001,TRJ_User_001_003,28.587769,77.300128,237.3,2026-04-02 14:24:49,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,121.7,1,0,0
User_001,TRJ_User_001_003,28.586512,77.302597,215.5,2026-04-02 14:25:22,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,161.1,1,0,0
User_001,TRJ_User_001_003,28.585311,77.304554,220.8,2026-04-02 14:26:14,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,394.1,1,0,0
User_001,TRJ_User_001_003,28.583332,77.307071,232.2,2026-04-02 14:26:46,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,723.2,0,0,0
User_001,TRJ_User_001_003,28.582227,77.308845,210.9,2026-04-02 14:27:20,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,935.2,0,0,0
User_001,TRJ_User_001_003,28.580951,77.311377,240.1,2026-04-02 14:28:19,14,2,3,4,0,Afternoon,Faridabad Market 15,Market,1218.0,0,0,0
User_001,TRJ_User_001_003,28.579153,77.313729,249.3,2026-04-02 14:28:46,14,2,3,4,0,Afternoon,Central Delhi School 172,School,1253.7,0,0,0
User_001,TRJ_User_001_003,28.577575,77.315656,205.3,2026-04-02 14:28:56,14,2,3,4,0,Afternoon,Central Delhi School 172,School,1034.8,0,0,0
User_001,TRJ_User_001_003,28.575466,77.318011,253.7,2026-04-02 14:29:54,14,2,3,4,0,Afternoon,Central Delhi School 172,School,778.9,0,0,0
User_001,TRJ_User_001_003,28.575,77.320176,202.4,2026-04-02 14:30:50,14,2,3,4,0,Afternoon,Central Delhi School 172,School,762.7,0,0,0
User_001,TRJ_User_001_003,28.573469,77.322412,252.4,2026-04-02 14:31:47,14,2,3,4,0,Afternoon,Central Delhi School 172,School,715.4,0,0,0
User_001,TRJ_User_001_003,28.572172,77.324474,248.4,2026-04-02 14:32:45,14,2,3,4,0,Afternoon,Central Delhi School 172,School,770.5,0,0,0
User_001,TRJ_User_001_003,28.570992,77.326638,232.2,2026-04-02 14:33:16,14,2,3,4,0,Afternoon,Central Delhi School 172,School,906.8,0,0,0
User_001,TRJ_User_001_003,28.570048,77.328476,231.9,2026-04-02 14:33:27,14,2,3,4,0,Afternoon,Central Delhi School 172,School,1056.4,0,0,0
User_001,TRJ_User_001_003,28.569137,77.330231,253.7,2026-04-02 14:34:22,14,2,3,4,0,Afternoon,Central Delhi School 172,School,1215.3,0,0,0
User_001,TRJ_User_001_003,28.567743,77.332742,223.8,2026-04-02 14:34:56,14,2,3,4,0,Afternoon,North Delhi Park 79,Park,1272.9,0,0,0
User_001,TRJ_User_001_004,28.570566,77.317031,220.6,2026-04-02 17:03:30,17,2,3,4,0,Afternoon,Central Delhi School 172,School,245.9,1,0,0
User_001,TRJ_User_001_004,28.570599,77.312014,229.9,2026-04-02 17:04:26,17,2,3,4,0,Afternoon,Central Delhi School 172,School,613.8,0,0,0
User_001,TRJ_User_001_004,28.570834,77.306958,233.5,2026-04-02 17:05:15,17,2,3,4,0,Afternoon,Central Delhi School 172,School,1092.1,0,0,0
User_001,TRJ_User_001_004,28.57003,77.301603,217.0,2026-04-02 17:05:30,17,2,3,4,0,Afternoon,Gurgaon Commercial Center 158,Commercial Center,996.2,0,0,0
User_001,TRJ_User_001_004,28.56973,77.29666,214.7,2026-04-02 17:06:24,17,2,3,4,0,Afternoon,Gurgaon Commercial Center 158,Commercial Center,980.9,0,0,0
User_001,TRJ_User_001_004,28.569539,77.291304,200.5,2026-04-02 17:06:54,17,2,3,4,0,Afternoon,Gurgaon Commercial Center 158,Commercial Center,1195.1,0,0,0
User_001,TRJ_User_001_004,28.568967,77.285775,209.6,2026-04-02 17:07:14,17,2,3,4,0,Afternoon,Gurgaon Commercial Center 158,Commercial Center,1603.2,0,0,0
User_001,TRJ_User_001_004,28.568647,77.28086,255.0,2026-04-02 17:07:38,17,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,1656.6,0,0,0
User_001,TRJ_User_001_004,28.568026,77.275883,210.3,2026-04-02 17:07:49,17,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,1615.4,0,0,0
User_001,TRJ_User_001_004,28.568454,77.271253,216.8,2026-04-02 17:08:42,17,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,1598.4,0,0,0
User_001,TRJ_User_001_004,28.5677,77.26623,244.2,2026-04-02 17:09:03,17,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,1841.4,0,0,0
User_001,TRJ_User_001_004,28.567415,77.260589,217.3,2026-04-02 17:09:49,17,2,3,4,0,Afternoon,Central Delhi Road Intersection 69,Road Intersection,2169.5,0,0,0
User_001,TRJ_User_001_004,28.567331,77.255315,219.2,2026-04-02 17:10:01,17,2,3,4,0,Afternoon,Gurgaon Metro Station 165,Metro Station,2331.4,0,0,0
User_001,TRJ_User_001_004,28.566882,77.249874,208.1,2026-04-02 17:10:33,17,2,3,4,0,Afternoon,Gurgaon Metro Station 165,Metro Station,1834.1,0,0,0
User_001,TRJ_User_001_004,28.565932,77.244687,241.1,2026-04-02 17:11:02,17,2,3,4,0,Afternoon,Gurgaon Metro Station 165,Metro Station,1350.5,0,0,0
User_001,TRJ_User_001_004,28.565877,77.238957,245.6,2026-04-02 17:11:22,17,2,3,4,0,Afternoon,Gurgaon Metro Station 165,Metro Station,952.7,0,0,0
