user_id,trajectory_id,latitude,longitude,altitude_m,timestamp
User_001,TRJ_User_001_002,28.570555,77.329822,257.3,2026-04-02 12:27:03
User_001,TRJ_User_001_002,28.57019,77.330478,243.8,2026-04-02 12:27:15
User_001,TRJ_User_001_002,28.569849,77.329852,245.5,2026-04-02 12:27:53
User_001,TRJ_User_001_002,28.569705,77.330487,205.9,2026-04-02 12:28:50
User_001,TRJ_User_001_002,28.569436,77.330812,227.9,2026-04-02 12:29:36
User_001,TRJ_User_001_002,28.570039,77.330126,238.1,2026-04-02 12:30:19
User_001,TRJ_User_001_002,28.569991,77.330315,232.4,2026-04-02 12:31:13
User_001,TRJ_User_001_002,28.56986,77.330225,235.1,2026-04-02 12:31:49
User_001,TRJ_User_001_002,28.570054,77.330525,234.4,2026-04-02 12:32:31
User_001,TRJ_User_001_002,28.570858,77.32963,256.5,2026-04-02 12:32:43
User_001,TRJ_User_001_002,28.571009,77.32994,212.4,2026-04-02 12:33:21
User_001,TRJ_User_001_002,28.570765,77.32991,219.1,2026-04-02 12:33:56
User_001,TRJ_User_001_002,28.570266,77.330309,215.6,2026-04-02 12:34:12
User_001,TRJ_User_001_002,28.570359,77.329918,237.7,2026-04-02 12:34:50
User_001,TRJ_User_001_002,28.570274,77.329602,258.1,2026-04-02 12:35:35
User_001,TRJ_User_001_002,28.570445,77.329204,248.4,2026-04-02 12:36:33
User_001,TRJ_User_001_002,28.57015,77.329243,215.0,2026-04-02 12:37:14
User_001,TRJ_User_001_002,28.57032,77.329048,251.5,2026-04-02 12:38:12
User_001,TRJ_User_001_002,28.570728,77.329278,214.3,2026-04-02 12:38:51
User_001,TRJ_User_001_002,28.570684,77.329536,249.6,2026-04-02 12:39:22
User_001,TRJ_User_001_002,28.570398,77.329303,203.2,2026-04-02 12:40:12
User_001,TRJ_User_001_002,28.570185,77.329583,257.4,2026-04-02 12:40:52
User_001,TRJ_User_001_002,28.570174,77.329707,237.9,2026-04-02 12:41:06
User_001,TRJ_User_001_002,28.569722,77.329108,240.4,2026-04-02 12:41:51
User_001,TRJ_User_001_003,28.632116,77.220376,203.5,2026-04-02 14:04:31
User_001,TRJ_User_001_003,28.63159,77.222689,258.1,2026-04-02 14:04:49
User_001,TRJ_User_001_003,28.630584,77.225382,206.1,2026-04-02 14:05:05
User_001,TRJ_User_001_003,28.628757,77.227379,223.8,2026-04-02 14:05:41
User_001,TRJ_User_001_003,28.627317,77.229622,205.1,2026-04-02 14:06:09
User_001,TRJ_User_001_003,28.62649,77.231867,252.8,2026-04-02 14:06:35
User_001,TRJ_User_001_003,28.624973,77.234562,205.0,2026-04-02 14:07:28
User_001,TRJ_User_001_003,28.622906,77.23734,254.4,2026-04-02 14:08:16
User_001,TRJ_User_001_003,28.62102,77.239321,224.3,2026-04-02 14:08:45
User_001,TRJ_User_001_003,28.620277,77.24178,235.0,2026-04-02 14:09:43
User_001,TRJ_User_001_003,28.619049,77.243593,226.2,2026-04-02 14:10:36
User_001,TRJ_User_001_003,28.617816,77.245899,219.4,2026-04-02 14:11:01
User_001,TRJ_User_001_003,28.616654,77.248054,204.4,2026-04-02 14:11:45
User_001,TRJ_User_001_003,28.615214,77.250291,210.0,2026-04-02 14:12:43
User_001,TRJ_User_001_003,28.613789,77.253185,237.7,2026-04-02 14:12:55
User_001,TRJ_User_001_003,28.612494,77.255726,237.2,2026-04-02 14:13:12
User_001,TRJ_User_001_003,28.611427,77.25746,223.3,2026-04-02 14:14:11
User_001,TRJ_User_001_003,28.609857,77.259075,215.6,2026-04-02 14:14:47
User_001,TRJ_User_001_003,28.608742,77.261976,218.6,2026-04-02 14:15:16
User_001,TRJ_User_001_003,28.606885,77.264398,208.0,2026-04-02 14:16:00
User_001,TRJ_User_001_003,28.60593,77.267139,225.1,2026-04-02 14:16:39
User_001,TRJ_User_001_003,28.604649,77.269177,248.6,2026-04-02 14:17:20
User_001,TRJ_User_001_003,28.603151,77.271902,249.7,2026-04-02 14:18:18
User_001,TRJ_User_001_003,28.601854,77.274547,224.9,2026-04-02 14:18:28
User_001,TRJ_User_001_003,28.600739,77.277462,245.0,2026-04-02 14:18:40
User_001,TRJ_User_001_003,28.600095,77.279737,256.7,2026-04-02 14:18:59
User_001,TRJ_User_001_003,28.598303,77.281633,212.3,2026-04-02 14:19:09
User_001,TRJ_User_001_003,28.597099,77.283989,213.7,2026-04-02 14:20:07
User_001,TRJ_User_001_003,28.594457,77.286032,249.9,2026-04-02 14:21:06
User_001,TRJ_User_001_003,28.593273,77.288643,233.7,2026-04-02 14:21:45
User_001,TRJ_User_001_003,28.592187,77.29133,228.8,2026-04-02 14:22:17
User_001,TRJ_User_001_003,28.591194,77.294028,242.2,2026-04-02 14:23:05
User_001,TRJ_User_001_003,28.590366,77.295475,223.5,2026-04-02 14:23:41
User_001,TRJ_User_001_003,28.589215,77.297444,232.8,2026-04-02 14:24:23
User_001,TRJ_User_001_003,28.587769,77.300128,237.3,2026-04-02 14:24:49
User_001,TRJ_User_001_003,28.586512,77.302597,215.5,2026-04-02 14:25:22
User_001,TRJ_User_001_003,28.585311,77.304554,220.8,2026-04-02 14:26:14
User_001,TRJ_User_001_003,28.583332,77.307071,232.2,2026-04-02 14:26:46
User_001,TRJ_User_001_003,28.582227,77.308845,210.9,2026-04-02 14:27:20
User_001,TRJ_User_001_003,28.580951,77.311377,240.1,2026-04-02 14:28:19
User_001,TRJ_User_001_003,28.579153,77.313729,249.3,2026-04-02 14:28:46
User_001,TRJ_User_001_003,28.577575,77.315656,205.3,2026-04-02 14:28:56
User_001,TRJ_User_001_003,28.575466,77.318011,253.7,2026-04-02 14:29:54
User_001,TRJ_User_001_003,28.575,77.320176,202.4,2026-04-02 14:30:50
User_001,TRJ_User_001_003,28.573469,77.322412,252.4,2026-04-02 14:31:47
User_001,TRJ_User_001_003,28.572172,77.324474,248.4,2026-04-02 14:32:45
User_001,TRJ_User_001_003,28.570992,77.326638,232.2,2026-04-02 14:33:16
User_001,TRJ_User_001_003,28.570048,77.328476,231.9,2026-04-02 14:33:27
User_001,TRJ_User_001_003,28.569137,77.330231,253.7,2026-04-02 14:34:22
User_001,TRJ_User_001_003,28.567743,77.332742,223.8,2026-04-02 14:34:56
User_001,TRJ_User_001_004,28.570566,77.317031,220.6,2026-04-02 17:03:30
User_001,TRJ_User_001_004,28.570599,77.312014,229.9,2026-04-02 17:04:26
User_001,TRJ_User_001_004,28.570834,77.306958,233.5,2026-04-02 17:05:15
User_001,TRJ_User_001_004,28.57003,77.301603,217.0,2026-04-02 17:05:30
User_001,TRJ_User_001_004,28.56973,77.29666,214.7,2026-04-02 17:06:24
User_001,TRJ_User_001_004,28.569539,77.291304,200.5,2026-04-02 17:06:54
User_001,TRJ_User_001_004,28.568967,77.285775,209.6,2026-04-02 17:07:14
User_001,TRJ_User_001_004,28.568647,77.28086,255.0,2026-04-02 17:07:38
User_001,TRJ_User_001_004,28.568026,77.275883,210.3,2026-04-02 17:07:49
User_001,TRJ_User_001_004,28.568454,77.271253,216.8,2026-04-02 17:08:42
User_001,TRJ_User_001_004,28.5677,77.26623,244.2,2026-04-02 17:09:03
User_001,TRJ_User_001_004,28.567415,77.260589,217.3,2026-04-02 17:09:49
User_001,TRJ_User_001_004,28.567331,77.255315,219.2,2026-04-02 17:10:01
User_001,TRJ_User_001_004,28.566882,77.249874,208.1,2026-04-02 17:10:33
User_001,TRJ_User_001_004,28.565932,77.244687,241.1,2026-04-02 17:11:02
User_001,TRJ_User_001_004,28.565877,77.238957,245.6,2026-04-02 17:11:22
User_001,TRJ_User_001_004,28.566443,77.233436,247.7,2026-04-02 17:12:02
User_001,TRJ_User_001_004,28.566122,77.228193,210.9,2026-04-02 17:12:46
User_001,TRJ_User_001_004,28.565805,77.223056,202.9,2026-04-02 17:13:24
User_001,TRJ_User_001_004,28.565551,77.217613,212.1,2026-04-02 17:14:03
User_001,TRJ_User_001_004,28.564984,77.212518,214.1,2026-04-02 17:14:26
User_001,TRJ_User_001_004,28.563711,77.207384,252.6,2026-04-02 17:15:00
User_001,TRJ_User_001_004,28.563121,77.202868,242.8,2026-04-02 17:15:41
User_001,TRJ_User_001_004,28.561984,77.197449,244.9,2026-04-02 17:16:05
User_001,TRJ_User_001_004,28.56085,77.192569,223.5,2026-04-02 17:16:16
User_001,TRJ_User_001_004,28.560817,77.187329,237.5,2026-04-02 17:16:31
User_001,TRJ_User_001_004,28.560493,77.182278,220.1,2026-04-02 17:16:55
User_001,TRJ_User_001_004,28.560099,77.177421,244.5,2026-04-02 17:17:31
User_001,TRJ_User_001_004,28.559514,77.172304,218.7,2026-04-02 17:18:17
User_001,TRJ_User_001_004,28.558926,77.167181,212.3,2026-04-02 17:18:28
User_001,TRJ_User_001_004,28.558728,77.162035,220.5,2026-04-02 17:19:15
User_001,TRJ_User_001_004,28.55744,77.157027,227.4,2026-04-02 17:19:39
User_001,TRJ_User_001_004,28.556873,77.1519,213.8,2026-04-02 17:20:00
User_001,TRJ_User_001_004,28.557016,77.147421,243.0,2026-04-02 17:20:36
User_001,TRJ_User_001_004,28.556203,77.141937,254.5,2026-04-02 17:21:23
User_001,TRJ_User_001_004,28.55565,77.136078,217.3,2026-04-02 17:22:15
User_001,TRJ_User_001_004,28.555373,77.130349,230.4,2026-04-02 17:22:49
User_001,TRJ_User_001_004,28.55533,77.124696,235.6,2026-04-02 17:23:42
User_001,TRJ_User_001_004,28.555653,77.119653,255.3,2026-04-02 17:23:59
User_001,TRJ_User_001_004,28.555746,77.114644,222.5,2026-04-02 17:24:17
User_001,TRJ_User_001_004,28.555994,77.109161,256.1,2026-04-02 17:24:48
User_001,TRJ_User_001_004,28.555353,77.103684,211.2,2026-04-02 17:25:20
User_001,TRJ_User_001_004,28.555979,77.098615,223.9,2026-04-02 17:25:38
User_001,TRJ_User_001_004,28.555271,77.093601,247.3,2026-04-02 17:26:13
User_001,TRJ_User_001_004,28.554476,77.08766,232.2,2026-04-02 17:26:33
User_001,TRJ_User_001_004,28.55406,77.082705,228.9,2026-04-02 17:27:09
User_001,TRJ_User_001_004,28.55307,77.077322,227.1,2026-04-02 17:27:42
User_001,TRJ_User_001_004,28.552202,77.072154,202.0,2026-04-02 17:28:24
User_001,TRJ_User_001_004,28.552245,77.066138,237.9,2026-04-02 17:29:01
User_001,TRJ_User_001_004,28.551887,77.060265,258.5,2026-04-02 17:29:51
User_001,TRJ_User_001_005,28.633006,77.219465,218.0,2026-04-02 20:56:32
User_001,TRJ_User_001_005,28.631731,77.221633,212.6,2026-04-02 20:57:00
User_001,TRJ_User_001_005,28.630271,77.22296,237.5,2026-04-02 20:57:38
User_001,TRJ_User_001_005,28.630019,77.224695,203.9,2026-04-02 20:58:01
User_001,TRJ_User_001_005,28.628832,77.2276,232.1,2026-04-02 20:58:59
User_001,TRJ_User_001_005,28.62805,77.228948,209.3,2026-04-02 20:59:09
User_001,TRJ_User_001_005,28.626543,77.231037,245.2,2026-04-02 20:59:28
User_001,TRJ_User_001_005,28.625595,77.232683,224.5,2026-04-02 21:00:00
User_001,TRJ_User_001_005,28.624212,77.235271,233.1,2026-04-02 21:00:12
User_001,TRJ_User_001_005,28.623221,77.236996,201.2,2026-04-02 21:01:08
User_001,TRJ_User_001_005,28.622325,77.239243,233.4,2026-04-02 21:01:25
User_001,TRJ_User_001_005,28.620949,77.24127,243.3,2026-04-02 21:02:20
User_001,TRJ_User_001_005,28.619524,77.243912,240.1,2026-04-02 21:02:50
User_001,TRJ_User_001_005,28.617566,77.245729,205.2,2026-04-02 21:03:09
User_001,TRJ_User_001_005,28.615618,77.248612,253.6,2026-04-02 21:04:05
User_001,TRJ_User_001_005,28.613738,77.251245,249.5,2026-04-02 21:04:17
User_001,TRJ_User_001_005,28.611835,77.253665,237.4,2026-04-02 21:05:04
User_001,TRJ_User_001_005,28.610303,77.256343,251.7,2026-04-02 21:05:48
User_001,TRJ_User_001_005,28.609412,77.258508,248.0,2026-04-02 21:06:14
User_001,TRJ_User_001_005,28.609043,77.259572,244.5,2026-04-02 21:06:25
User_001,TRJ_User_001_005,28.607223,77.262047,208.4,2026-04-02 21:07:17
User_001,TRJ_User_001_005,28.605525,77.264135,254.0,2026-04-02 21:08:00
User_001,TRJ_User_001_005,28.603592,77.266534,233.3,2026-04-02 21:08:34
User_001,TRJ_User_001_005,28.603036,77.268703,206.4,2026-04-02 21:09:05
User_001,TRJ_User_001_005,28.601858,77.271273,236.0,2026-04-02 21:09:21
User_001,TRJ_User_001_005,28.601052,77.273553,224.3,2026-04-02 21:10:16
User_001,TRJ_User_001_005,28.599633,77.27581,236.2,2026-04-02 21:10:51
User_001,TRJ_User_001_005,28.598682,77.277938,243.3,2026-04-02 21:11:40
User_001,TRJ_User_001_005,28.597022,77.281168,239.8,2026-04-02 21:12:11
User_001,TRJ_User_001_005,28.595398,77.283626,201.9,2026-04-02 21:12:40
User_001,TRJ_User_001_005,28.594231,77.285691,250.8,2026-04-02 21:13:34
User_001,TRJ_User_001_005,28.5931,77.287449,228.5,2026-04-02 21:13:52
User_001,TRJ_User_001_005,28.591892,77.289492,229.7,2026-04-02 21:14:44
User_001,TRJ_User_001_005,28.590234,77.292591,204.6,2026-04-02 21:15:43
User_001,TRJ_User_001_005,28.589206,77.295158,216.3,2026-04-02 21:16:26
User_001,TRJ_User_001_005,28.587803,77.297071,248.4,2026-04-02 21:17:24
User_001,TRJ_User_001_005,28.585994,77.299158,232.5,2026-04-02 21:17:57
User_001,TRJ_User_001_005,28.584991,77.30185,245.5,2026-04-02 21:18:43
User_001,TRJ_User_001_005,28.584044,77.304211,215.0,2026-04-02 21:19:17
User_001,TRJ_User_001_005,28.583305,77.3068,203.1,2026-04-02 21:19:52
User_001,TRJ_User_001_005,28.582352,77.309031,202.0,2026-04-02 21:20:08
User_001,TRJ_User_001_005,28.58125,77.311123,258.3,2026-04-02 21:20:40
User_001,TRJ_User_001_005,28.580233,77.313618,203.3,2026-04-02 21:21:24
User_001,TRJ_User_001_005,28.579328,77.315589,202.2,2026-04-02 21:22:04
User_001,TRJ_User_001_005,28.578408,77.316961,228.9,2026-04-02 21:22:16
User_001,TRJ_User_001_005,28.576711,77.31965,243.5,2026-04-02 21:23:09
User_001,TRJ_User_001_005,28.575964,77.321954,232.3,2026-04-02 21:23:40
User_001,TRJ_User_001_005,28.575096,77.323538,253.2,2026-04-02 21:24:31
User_001,TRJ_User_001_005,28.573728,77.326113,227.7,2026-04-02 21:25:14
User_001,TRJ_User_001_005,28.572733,77.32831,247.9,2026-04-02 21:26:02
User_001,TRJ_User_001_006,28.569658,77.322175,223.9,2026-04-02 22:41:41
User_001,TRJ_User_001_006,28.568559,77.318985,244.3,2026-04-02 22:42:20
User_001,TRJ_User_001_006,28.568129,77.316444,217.8,2026-04-02 22:43:19
User_001,TRJ_User_001_006,28.567301,77.31365,202.5,2026-04-02 22:43:29
User_001,TRJ_User_001_006,28.566776,77.31081,207.5,2026-04-02 22:44:15
User_001,TRJ_User_001_006,28.566744,77.308238,256.7,2026-04-02 22:44:35
User_001,TRJ_User_001_006,28.566278,77.305773,224.1,2026-04-02 22:45:13
User_001,TRJ_User_001_006,28.566318,77.303935,230.8,2026-04-02 22:45:32
User_001,TRJ_User_001_006,28.565841,77.301248,202.2,2026-04-02 22:45:44
User_001,TRJ_User_001_006,28.565601,77.298964,237.8,2026-04-02 22:46:16
User_001,TRJ_User_001_006,28.565743,77.296249,241.8,2026-04-02 22:46:49
User_001,TRJ_User_001_006,28.565282,77.294141,237.4,2026-04-02 22:47:45
User_001,TRJ_User_001_006,28.564802,77.292104,223.5,2026-04-02 22:48:22
User_001,TRJ_User_001_006,28.564134,77.289605,251.1,2026-04-02 22:49:13
User_001,TRJ_User_001_006,28.563924,77.287552,233.1,2026-04-02 22:49:56
User_001,TRJ_User_001_006,28.562798,77.284562,215.6,2026-04-02 22:50:10
User_001,TRJ_User_001_006,28.56239,77.281823,257.7,2026-04-02 22:51:07
User_001,TRJ_User_001_006,28.561757,77.279426,251.1,2026-04-02 22:51:56
User_001,TRJ_User_001_006,28.561347,77.277352,254.4,2026-04-02 22:52:08
User_001,TRJ_User_001_006,28.56145,77.274412,233.9,2026-04-02 22:53:02
User_001,TRJ_User_001_006,28.561087,77.272618,252.1,2026-04-02 22:53:39
User_001,TRJ_User_001_006,28.560988,77.270334,241.8,2026-04-02 22:54:30
User_001,TRJ_User_001_006,28.560689,77.267596,211.4,2026-04-02 22:54:44
User_001,TRJ_User_001_006,28.560114,77.264776,244.6,2026-04-02 22:55:24
User_001,TRJ_User_001_006,28.559363,77.262634,211.6,2026-04-02 22:55:46
User_001,TRJ_User_001_006,28.559013,77.260166,237.9,2026-04-02 22:56:26
User_001,TRJ_User_001_006,28.558498,77.257755,217.0,2026-04-02 22:56:42
User_001,TRJ_User_001_006,28.558287,77.255288,220.5,2026-04-02 22:57:06
User_001,TRJ_User_001_006,28.557931,77.252964,204.1,2026-04-02 22:57:42
User_001,TRJ_User_001_006,28.5577,77.250236,242.5,2026-04-02 22:57:52
User_001,TRJ_User_001_006,28.557039,77.248514,238.9,2026-04-02 22:58:13
User_001,TRJ_User_001_006,28.55656,77.245213,246.2,2026-04-02 22:58:45
User_001,TRJ_User_001_006,28.555453,77.242564,259.8,2026-04-02 22:59:11
User_001,TRJ_User_001_006,28.555546,77.24012,217.9,2026-04-02 22:59:52
User_001,TRJ_User_001_006,28.555217,77.237408,239.3,2026-04-02 23:00:28
User_001,TRJ_User_001_006,28.554052,77.234694,219.2,2026-04-02 23:01:15
User_001,TRJ_User_001_006,28.553341,77.23194,201.9,2026-04-02 23:01:49
User_001,TRJ_User_001_006,28.553115,77.230142,228.3,2026-04-02 23:02:25
User_001,TRJ_User_001_006,28.552826,77.227838,246.3,2026-04-02 23:03:20
User_001,TRJ_User_001_006,28.552251,77.22536,247.8,2026-04-02 23:04:13
User_001,TRJ_User_001_006,28.552324,77.22307,228.9,2026-04-02 23:04:36
User_001,TRJ_User_001_006,28.552553,77.221184,214.9,2026-04-02 23:04:54
User_001,TRJ_User_001_006,28.552111,77.218125,203.9,2026-04-02 23:05:05
User_001,TRJ_User_001_006,28.55143,77.216037,227.3,2026-04-02 23:05:22
User_001,TRJ_User_001_006,28.551789,77.213396,223.7,2026-04-02 23:06:18
User_001,TRJ_User_001_006,28.550729,77.211213,241.7,2026-04-02 23:07:00
User_001,TRJ_User_001_006,28.550678,77.209065,208.8,2026-04-02 23:07:21
User_001,TRJ_User_001_006,28.551212,77.206569,242.1,2026-04-02 23:07:40
User_001,TRJ_User_001_006,28.550811,77.20377,253.0,2026-04-02 23:08:19
User_001,TRJ_User_001_006,28.549984,77.201171,234.1,2026-04-02 23:09:14
User_001,TRJ_User_001_007,28.629166,77.220941,201.9,2026-04-03 01:40:29
User_001,TRJ_User_001_007,28.628577,77.223704,217.9,2026-04-03 01:40:50
User_001,TRJ_User_001_007,28.627555,77.226131,248.1,2026-04-03 01:41:46
User_001,TRJ_User_001_007,28.626421,77.228664,249.0,2026-04-03 01:42:21
User_001,TRJ_User_001_007,28.625009,77.230808,209.8,2026-04-03 01:42:44
User_001,TRJ_User_001_007,28.623569,77.232768,252.3,2026-04-03 01:43:12
User_001,TRJ_User_001_007,28.622598,77.234693,239.5,2026-04-03 01:44:05
User_001,TRJ_User_001_007,28.62211,77.237021,213.7,2026-04-03 01:44:46
User_001,TRJ_User_001_007,28.620734,77.240412,204.9,2026-04-03 01:45:30
User_001,TRJ_User_001_007,28.619389,77.242001,212.2,2026-04-03 01:45:46
User_001,TRJ_User_001_007,28.618646,77.24411,243.6,2026-04-03 01:46:19
User_001,TRJ_User_001_007,28.61672,77.245903,222.3,2026-04-03 01:46:48
User_001,TRJ_User_001_007,28.616783,77.248196,230.8,2026-04-03 01:47:38
User_001,TRJ_User_001_007,28.616277,77.250166,229.2,2026-04-03 01:47:49
User_001,TRJ_User_001_007,28.615624,77.252495,239.3,2026-04-03 01:48:10
User_001,TRJ_User_001_007,28.614175,77.253735,250.2,2026-04-03 01:48:52
User_001,TRJ_User_001_007,28.613156,77.255614,254.5,2026-04-03 01:49:24
User_001,TRJ_User_001_007,28.611422,77.258346,230.8,2026-04-03 01:50:10
User_001,TRJ_User_001_007,28.610232,77.260968,214.8,2026-04-03 01:51:06
User_001,TRJ_User_001_007,28.609669,77.263844,239.8,2026-04-03 01:51:54
User_001,TRJ_User_001_007,28.608344,77.26555,258.2,2026-04-03 01:52:05
User_001,TRJ_User_001_007,28.607851,77.268318,223.8,2026-04-03 01:52:37
User_001,TRJ_User_001_007,28.606049,77.270363,204.4,2026-04-03 01:53:00
User_001,TRJ_User_001_007,28.604633,77.271736,240.2,2026-04-03 01:53:50
User_001,TRJ_User_001_007,28.602831,77.273718,237.0,2026-04-03 01:54:00
User_001,TRJ_User_001_007,28.601354,77.27535,222.8,2026-04-03 01:54:52
User_001,TRJ_User_001_007,28.600513,77.277993,228.5,2026-04-03 01:55:50
User_001,TRJ_User_001_007,28.599146,77.280863,251.9,2026-04-03 01:56:05
User_001,TRJ_User_001_007,28.597863,77.282938,216.2,2026-04-03 01:56:16
User_001,TRJ_User_001_007,28.596555,77.284911,203.1,2026-04-03 01:56:26
User_001,TRJ_User_001_007,28.595323,77.286651,256.0,2026-04-03 01:56:40
